"from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count"
"5281959998","The New York Times","Volkswagen called the offer a “good-will package” it hoped would help restore trust with its customers.","2015-11-09T20:55:00+0000","link","http://nyti.ms/1RINGgP","5281959998_10150691850019999",52,21,27
"5281959998","The New York Times","SeaWorld will phase out its killer whale performance at one of its theme park to help clean up an image stained by criticism of how the animals are treated.","2015-11-09T20:30:00+0000","link","http://www.nytimes.com/2015/11/10/business/seaworld-san-diego-killer-whales-shamu-show.html?smid=fb-nytimes&smtyp=cur","5281959998_10150691874654999",2288,129,319
"5281959998","The New York Times","“Hello, Facebook! I finally got my very own page.” – President Obama","2015-11-09T20:05:00+0000","link","http://bit.ly/1HrdsWt","5281959998_10150691873079999",2875,133,196
"5281959998","The New York Times","After he had helped pull off one of the biggest cash robberies in American history — the Lufthansa heist of 1978 — and stashed millions of dollars, along with burlap sacks of gold chains, crates of watches, and diamonds and emeralds, in his cousin’s basement, Vincent Asaro thought first about the code: Protect the family.","2015-11-09T19:45:00+0000","link","http://nyti.ms/1L6Taww","5281959998_10150691865204999",201,18,50
"5281959998","The New York Times","The U.S. Food and Drug Administration is recommending a daily cap on sugar for the first time.","2015-11-09T19:21:45+0000","link","http://nyti.ms/1MkB3oy","5281959998_10150691864134999",1474,62,277
